latitude,longitude,obs_id,Month,Day,Year,species_code,how_many,valid
46.085378,-122.948042,OBS445011473,11,22,2016,gocspa,25,1
46.085378,-122.948042,OBS446451564,11,29,2016,gocspa,18,1
46.085378,-122.948042,OBS446451568,11,29,2016,foxspa,1,1
46.085378,-122.948042,OBS447768444,12,6,2016,gocspa,18,1
46.085378,-122.948042,OBS449292615,12,13,2016,gocspa,12,1
46.085378,-122.948042,OBS449292625,12,13,2016,foxspa,2,1
46.085378,-122.948042,OBS450662789,12,20,2016,gocspa,8,1
46.085378,-122.948042,OBS450662795,12,20,2016,foxspa,2,1
46.085378,-122.948042,OBS452665917,12,27,2016,gocspa,12,1
46.085378,-122.948042,OBS452665918,12,27,2016,foxspa,3,1
46.085378,-122.948042,OBS454741144,1,3,2017,gocspa,8,1
46.085378,-122.948042,OBS454741452,1,3,2017,foxspa,4,1
46.085378,-122.948042,OBS456512026,1,10,2017,gocspa,8,1
46.085378,-122.948042,OBS456512038,1,10,2017,foxspa,5,1
46.085378,-122.948042,OBS458538179,1,17,2017,gocspa,8,1
46.085378,-122.948042,OBS458538191,1,17,2017,foxspa,3,1
46.085378,-122.948042,OBS464531751,2,1,2017,foxspa,4,1
46.085378,-122.948042,OBS464531760,2,1,2017,gocspa,8,1
46.085378,-122.948042,OBS464532465,2,7,2017,foxspa,4,1
46.085378,-122.948042,OBS464532468,2,7,2017,gocspa,8,1
46.085378,-122.948042,OBS550812811,11,18,2017,gocspa,14,1
40.111019400000004,-75.2887369,OBS568768105,1,17,2018,fiespa,1,1
40.111019400000004,-75.2887369,OBS573302846,1,31,2018,fiespa,20,1
40.111019400000004,-75.2887369,OBS585791809,2,28,2018,fiespa,1,1
40.111019400000004,-75.2887369,OBS586078413,3,7,2018,fiespa,2,1
37.6591633,-121.8679959,OBS355841253,11,15,2015,foxspa,1,1
37.6591633,-121.8679959,OBS355841266,11,15,2015,gocspa,1,1
37.6591633,-121.8679959,OBS359640062,11,27,2015,gocspa,2,1
37.6591633,-121.8679959,OBS359640067,11,27,2015,foxspa,1,1
37.6591633,-121.8679959,OBS359643965,12,12,2015,gocspa,2,1
37.6591633,-121.8679959,OBS360443315,12,19,2015,gocspa,2,1
37.6591633,-121.8679959,OBS363878009,1,1,2016,foxspa,1,1
37.6591633,-121.8679959,OBS363878010,1,1,2016,gocspa,1,1
37.6591633,-121.8679959,OBS367225724,1,16,2016,foxspa,1,1
37.6591633,-121.8679959,OBS372385832,1,23,2016,foxspa,1,1
38.0039647,-121.3459206,OBS709940968,1,14,2019,gocspa,2,1
38.0039647,-121.3459206,OBS709940972,1,14,2019,foxspa,1,1
38.0039647,-121.3459206,OBS709941677,1,21,2019,gocspa,2,1
38.0039647,-121.3459206,OBS717988485,2,11,2019,gocspa,2,1
38.0039647,-121.3459206,OBS717988489,2,11,2019,foxspa,1,1
38.0039647,-121.3459206,OBS717996062,2,25,2019,gocspa,3,1
38.0039647,-121.3459206,OBS726673177,3,11,2019,gocspa,2,1
38.0039647,-121.3459206,OBS734441971,3,25,2019,gocspa,1,1
38.0039647,-121.3459206,OBS734445230,4,1,2019,gocspa,1,1
38.0039647,-121.3459206,OBS734445232,4,1,2019,foxspa,1,1
45.0783316,-77.8188433,OBS388243572,4,2,2016,foxspa,4,1
50.2416061,-125.3239202,OBS356067729,11,14,2015,foxspa,1,1
50.2416061,-125.3239202,OBS356068285,11,21,2015,foxspa,1,1
50.2416061,-125.3239202,OBS361325796,11,28,2015,foxspa,1,1
50.2416061,-125.3239202,OBS361345973,12,5,2015,foxspa,1,1
50.2416061,-125.3239202,OBS361347533,12,12,2015,foxspa,1,1
50.2416061,-125.3239202,OBS361763920,12,19,2015,foxspa,1,1
50.2416061,-125.3239202,OBS361764474,12,26,2015,foxspa,1,1
50.2416061,-125.3239202,OBS364695288,1,2,2016,foxspa,2,1
50.2416061,-125.3239202,OBS365316282,1,9,2016,foxspa,2,1
50.2416061,-125.3239202,OBS367080290,1,16,2016,foxspa,1,1
50.2416061,-125.3239202,OBS371208000,1,23,2016,foxspa,1,1
50.2416061,-125.3239202,OBS371209665,1,30,2016,foxspa,3,1
50.2416061,-125.3239202,OBS375587254,2,6,2016,foxspa,3,1
50.2416061,-125.3239202,OBS375588192,2,13,2016,foxspa,1,1
50.2416061,-125.3239202,OBS377289821,2,20,2016,foxspa,2,1
50.2416061,-125.3239202,OBS379730538,2,27,2016,foxspa,2,1
50.2416061,-125.3239202,OBS379896831,3,5,2016,foxspa,3,1
50.2416061,-125.3239202,OBS389603463,3,26,2016,foxspa,3,1
50.2416061,-125.3239202,OBS389604460,4,2,2016,foxspa,2,1
50.2416061,-125.3239202,OBS451825263,11,19,2016,foxspa,1,1
50.2416061,-125.3239202,OBS451827003,11,26,2016,foxspa,1,1
50.2416061,-125.3239202,OBS451827832,12,3,2016,foxspa,1,1
50.2416061,-125.3239202,OBS451829044,12,10,2016,foxspa,4,1
50.2416061,-125.3239202,OBS451831247,12,17,2016,foxspa,3,1
50.2416061,-125.3239202,OBS451832312,12,24,2016,foxspa,3,1
50.2416061,-125.3239202,OBS461056156,1,14,2017,foxspa,2,1
50.2416061,-125.3239202,OBS461057000,1,21,2017,foxspa,1,1
50.2416061,-125.3239202,OBS470316962,1,28,2017,foxspa,1,1
50.2416061,-125.3239202,OBS470319107,2,4,2017,foxspa,2,1
50.2416061,-125.3239202,OBS470324632,2,11,2017,foxspa,3,1
50.2416061,-125.3239202,OBS470326571,2,18,2017,foxspa,2,1
50.2416061,-125.3239202,OBS470923487,2,25,2017,foxspa,1,1
50.2416061,-125.3239202,OBS473111977,3,4,2017,foxspa,2,1
50.2416061,-125.3239202,OBS476719506,3,11,2017,foxspa,3,1
50.2416061,-125.3239202,OBS483198070,3,18,2017,foxspa,2,1
50.2416061,-125.3239202,OBS483196248,4,1,2017,foxspa,1,1
50.2416061,-125.3239202,OBS565001329,11,18,2017,foxspa,1,1
50.2416061,-125.3239202,OBS565003100,11,25,2017,foxspa,1,1
50.2416061,-125.3239202,OBS565005115,12,2,2017,foxspa,1,1
50.2416061,-125.3239202,OBS565006603,12,16,2017,foxspa,2,1
50.2416061,-125.3239202,OBS565008057,12,23,2017,foxspa,1,1
50.2416061,-125.3239202,OBS565009093,12,30,2017,foxspa,1,1
50.2416061,-125.3239202,OBS599760588,1,6,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599762504,1,13,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599764661,1,20,2018,foxspa,1,1
50.2416061,-125.3239202,OBS599766956,1,27,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599768295,2,3,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599770831,2,10,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599772332,2,24,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599774156,3,3,2018,foxspa,2,1
50.2416061,-125.3239202,OBS599778115,3,10,2018,foxspa,1,1
50.2416061,-125.3239202,OBS599779949,3,17,2018,foxspa,1,1
50.2416061,-125.3239202,OBS599786023,3,24,2018,foxspa,3,1
50.2416061,-125.3239202,OBS599789419,3,31,2018,foxspa,3,1
50.2416061,-125.3239202,OBS694743460,11,10,2018,foxspa,2,1
50.2416061,-125.3239202,OBS694746652,12,1,2018,foxspa,1,1
50.2416061,-125.3239202,OBS694750448,12,15,2018,foxspa,1,1
50.2416061,-125.3239202,OBS694751538,12,22,2018,foxspa,1,1
50.2416061,-125.3239202,OBS694752839,12,29,2018,foxspa,1,1
50.2416061,-125.3239202,OBS827192548,1,5,2019,foxspa,1,1
50.2416061,-125.3239202,OBS827198318,2,2,2019,foxspa,1,1
50.2416061,-125.3239202,OBS835673623,11,30,2019,foxspa,1,1
50.2416061,-125.3239202,OBS844637519,12,7,2019,foxspa,1,1
50.2416061,-125.3239202,OBS844639504,12,28,2019,foxspa,1,1
50.2416061,-125.3239202,OBS852775840,1,4,2020,foxspa,1,1
50.2416061,-125.3239202,OBS852776961,1,11,2020,foxspa,1,1
50.2416061,-125.3239202,OBS863266554,1,18,2020,foxspa,1,1
50.2416061,-125.3239202,OBS863267580,1,25,2020,foxspa,1,1
50.2416061,-125.3239202,OBS863268787,2,1,2020,foxspa,1,1
50.2416061,-125.3239202,OBS863271756,2,8,2020,foxspa,1,1
50.2416061,-125.3239202,OBS875982090,2,29,2020,foxspa,1,1
50.2416061,-125.3239202,OBS875983420,3,7,2020,foxspa,1,1
50.2416061,-125.3239202,OBS886810634,3,14,2020,foxspa,1,1
50.2416061,-125.3239202,OBS886813568,3,21,2020,foxspa,1,1
50.2416061,-125.3239202,OBS886814235,3,28,2020,foxspa,1,1
50.2416061,-125.3239202,OBS890922695,4,4,2020,foxspa,1,1
49.339325,-124.3749313,OBS587160972,3,10,2018,foxspa,1,1
49.339325,-124.3749313,OBS590878517,3,17,2018,foxspa,1,1
49.339325,-124.3749313,OBS592389187,3,24,2018,foxspa,1,1
49.339325,-124.3749313,OBS595829432,3,31,2018,foxspa,1,1
49.339325,-124.3749313,OBS826848430,11,9,2019,foxspa,1,1
49.339325,-124.3749313,OBS832429990,11,25,2019,foxspa,1,1
49.339325,-124.3749313,OBS834764489,12,2,2019,foxspa,1,1
49.339325,-124.3749313,OBS840187076,12,16,2019,foxspa,1,1
49.339325,-124.3749313,OBS842676949,12,24,2019,foxspa,1,1
49.339325,-124.3749313,OBS852812548,1,16,2020,foxspa,1,1
49.339325,-124.3749313,OBS857610693,1,25,2020,foxspa,1,1
49.339325,-124.3749313,OBS861212958,2,3,2020,foxspa,1,1
49.339325,-124.3749313,OBS864129656,2,10,2020,foxspa,1,1
49.339325,-124.3749313,OBS868191332,2,17,2020,foxspa,1,1
49.339325,-124.3749313,OBS875156953,2,25,2020,foxspa,1,1
49.339325,-124.3749313,OBS875158104,3,4,2020,foxspa,1,1
49.339325,-124.3749313,OBS882200349,3,11,2020,foxspa,1,1
49.339325,-124.3749313,OBS882203875,3,18,2020,foxspa,1,1
49.339325,-124.3749313,OBS891214531,3,25,2020,foxspa,2,1
49.339325,-124.3749313,OBS891215940,4,1,2020,foxspa,1,1
42.9507687,-82.002039,OBS387623301,3,31,2016,fiespa,1,0
42.9507687,-82.002039,OBS389521802,4,7,2016,fiespa,1,0
48.41208,-123.3716043,OBS558588043,12,2,2017,gocspa,1,1
48.41208,-123.3716043,OBS678276437,11,17,2018,gocspa,2,1
45.5105695,-73.8321835,OBS903622860,4,25,2020,foxspa,1,1
44.328503,-80.456062,OBS385094576,3,21,2016,foxspa,1,1
43.8601225,-80.0708055,OBS444754748,11,21,2016,foxspa,1,1
44.249011,-80.1967621,OBS355047831,11,17,2015,foxspa,1,1
44.249011,-80.1967621,OBS356593481,11,24,2015,foxspa,1,1
44.249011,-80.1967621,OBS365882793,12,8,2015,foxspa,1,1
44.249011,-80.1967621,OBS365884524,1,12,2016,foxspa,1,1
44.249011,-80.1967621,OBS369487624,1,19,2016,foxspa,1,1
44.249011,-80.1967621,OBS369488541,1,26,2016,foxspa,1,1
44.249011,-80.1967621,OBS371039764,2,2,2016,foxspa,1,1
44.249011,-80.1967621,OBS375587917,2,16,2016,foxspa,1,1
44.249011,-80.1967621,OBS377118114,2,23,2016,foxspa,1,1
44.249011,-80.1967621,OBS378535706,3,1,2016,foxspa,1,1
44.249011,-80.1967621,OBS384391457,3,8,2016,foxspa,1,1
44.249011,-80.1967621,OBS676757957,11,12,2018,foxspa,1,1
44.249011,-80.1967621,OBS683352939,11,26,2018,foxspa,1,1
49.1650848,-123.79599,OBS355712448,11,25,2015,foxspa,2,1
49.1650848,-123.79599,OBS357864062,12,3,2015,foxspa,1,1
49.1650848,-123.79599,OBS358915553,12,10,2015,foxspa,1,1
49.1650848,-123.79599,OBS362839145,12,31,2015,foxspa,2,1
49.0776856,-122.6597035,OBS371137592,2,3,2016,foxspa,1,1
49.0327377,-122.8573151,OBS385492307,1,19,2016,foxspa,1,1
49.0802078,-122.6405258,OBS901916041,4,19,2020,gocspa,2,1
49.0802078,-122.6405258,OBS905097883,4,26,2020,gocspa,2,1
48.6246262,-123.6459808,OBS457632898,1,7,2017,gocspa,3,1
43.7308583,-79.3391407,OBS886139141,3,28,2020,foxspa,1,1
44.394615,-79.7208309,OBS378320837,2,29,2016,foxspa,1,1
44.394615,-79.7208309,OBS390546217,4,4,2016,foxspa,1,1
42.8911524,-78.9279056,OBS445486715,11,14,2016,foxspa,1,1
50.65797,-120.17897,OBS732761797,3,9,2019,foxspa,2,1
50.65797,-120.17897,OBS732763890,2,23,2019,foxspa,1,1
50.65797,-120.17897,OBS900204419,1,18,2020,foxspa,1,1
48.5115889,-123.3641102,OBS376408992,1,6,2016,gocspa,1,1
48.5115889,-123.3641102,OBS376412513,1,20,2016,gocspa,1,1
48.5115889,-123.3641102,OBS376413506,1,27,2016,gocspa,1,1
48.5115889,-123.3641102,OBS376414772,2,3,2016,gocspa,1,1
48.5115889,-123.3641102,OBS376417278,2,10,2016,gocspa,2,1
48.5115889,-123.3641102,OBS376419229,2,17,2016,gocspa,3,1
48.5115889,-123.3641102,OBS380931428,3,10,2016,gocspa,2,1
48.5115889,-123.3641102,OBS384282949,3,17,2016,gocspa,1,1
48.5115889,-123.3641102,OBS386473156,3,23,2016,gocspa,5,1
48.5115889,-123.3641102,OBS388795377,3,30,2016,gocspa,1,1
48.5115889,-123.3641102,OBS393803643,4,6,2016,gocspa,2,1
48.5115889,-123.3641102,OBS445556885,11,17,2016,gocspa,2,1
48.5115889,-123.3641102,OBS445558362,11,24,2016,gocspa,2,1
48.5115889,-123.3641102,OBS452707315,12,8,2016,gocspa,2,1
48.5115889,-123.3641102,OBS452708175,12,15,2016,gocspa,1,1
48.5115889,-123.3641102,OBS452709683,12,22,2016,gocspa,2,1
48.5115889,-123.3641102,OBS452711460,12,29,2016,gocspa,1,1
48.5115889,-123.3641102,OBS460380967,1,5,2017,gocspa,1,1
48.5115889,-123.3641102,OBS460383545,1,12,2017,gocspa,1,1
48.5115889,-123.3641102,OBS460385704,1,15,2017,gocspa,2,1
49.1011844,-123.9296436,OBS448112828,12,7,2016,gocspa,3,1
49.1011844,-123.9296436,OBS449550435,12,15,2016,gocspa,2,1
49.1011844,-123.9296436,OBS449550449,12,15,2016,foxspa,2,1
49.1011844,-123.9296436,OBS451175081,12,22,2016,foxspa,1,1
49.1011844,-123.9296436,OBS451175082,12,22,2016,gocspa,2,1
49.1011844,-123.9296436,OBS452810248,12,29,2016,gocspa,4,1
49.1011844,-123.9296436,OBS455332671,1,5,2017,foxspa,1,1
49.1011844,-123.9296436,OBS455332674,1,5,2017,gocspa,2,1
49.1011844,-123.9296436,OBS457249163,1,12,2017,gocspa,4,1
49.1011844,-123.9296436,OBS457249164,1,12,2017,foxspa,1,1
49.1011844,-123.9296436,OBS458961383,1,19,2017,gocspa,1,1
49.1011844,-123.9296436,OBS463068339,2,2,2017,foxspa,1,1
49.1011844,-123.9296436,OBS463068341,2,2,2017,gocspa,2,1
49.1011844,-123.9296436,OBS464867236,2,9,2017,foxspa,1,1
49.1011844,-123.9296436,OBS464867239,2,9,2017,gocspa,1,1
49.1011844,-123.9296436,OBS466774527,2,16,2017,gocspa,1,1
49.1011844,-123.9296436,OBS472473133,3,2,2017,gocspa,2,1
49.1011844,-123.9296436,OBS472473134,3,2,2017,foxspa,1,1
49.1011844,-123.9296436,OBS474489100,3,9,2017,foxspa,1,1
49.1011844,-123.9296436,OBS474489101,3,9,2017,gocspa,1,1
49.1011844,-123.9296436,OBS476316373,3,16,2017,gocspa,3,1
49.1011844,-123.9296436,OBS476316379,3,16,2017,foxspa,1,1
49.1011844,-123.9296436,OBS478408154,3,23,2017,gocspa,2,1
49.1011844,-123.9296436,OBS480755848,3,30,2017,gocspa,3,1
49.1011844,-123.9296436,OBS550185985,11,16,2017,gocspa,3,1
49.1011844,-123.9296436,OBS550185987,11,16,2017,foxspa,2,1
49.1011844,-123.9296436,OBS553085875,11,23,2017,gocspa,9,1
49.1011844,-123.9296436,OBS553996906,11,30,2017,gocspa,10,1
49.1011844,-123.9296436,OBS556155986,12,7,2017,foxspa,1,1
49.1011844,-123.9296436,OBS556155992,12,7,2017,gocspa,3,1
49.1011844,-123.9296436,OBS557110923,12,14,2017,gocspa,6,1
49.1011844,-123.9296436,OBS559606583,12,21,2017,gocspa,2,1
49.1011844,-123.9296436,OBS559606588,12,21,2017,foxspa,1,1
49.1011844,-123.9296436,OBS562293346,12,28,2017,foxspa,1,1
49.1011844,-123.9296436,OBS562293347,12,28,2017,gocspa,2,1
49.1011844,-123.9296436,OBS564447335,1,4,2018,foxspa,1,1
49.1011844,-123.9296436,OBS564447338,1,4,2018,gocspa,3,1
49.1011844,-123.9296436,OBS569534065,1,18,2018,gocspa,2,1
49.1011844,-123.9296436,OBS576198845,1,25,2018,gocspa,4,1
49.1011844,-123.9296436,OBS584830329,3,1,2018,gocspa,3,1
49.1011844,-123.9296436,OBS587245044,3,8,2018,gocspa,5,1
49.1011844,-123.9296436,OBS593898983,3,22,2018,gocspa,4,1
